# DST 规则配置文件
# 格式: ISO_3166-2,开始月,开始周,开始星期,开始小时,结束月,结束周,结束星期,结束小时,偏移秒,中断开始月,中断开始日,中断开始小时,中断结束月,中断结束日,中断结束小时
# 周: A=1, B=2, C=3, D=4, E=5, 0=最后一周
# 星期: SUN, MON, TUE, WED, THU, FRI, SAT (周日=1)
# 中断: 0=无中断, NULL=代码计算

# ============================================
# 欧洲（欧盟统一规则）
# ============================================
# ============================================
# 南美洲
# ============================================
CL,9,B,SAT,24,4,A,SAT,24,3600,0,0,0,0,0,0
PY,10,A,SUN,0,3,D,SUN,0,3600,0,0,0,0,0,0

# ============================================
# 无 DST 的国家（示例）
# ============================================
CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
